Vega, Denise|Click Here: (To Find Out How I Survived Seventh Grade)|General Fiction / GF|2006-03Mar-2006|04
Holt, Kimberly Willis|Waiting for Gregory|General Fiction / GF|2006-03Mar-2006|02
Howe, James|Houndsley and Catina|General Fiction / GF|2006-03Mar-2006|04
Arnold, Tedd|Super Fly Guy!|General Fiction / GF|2006-03Mar-2006|04
Peters, Julie Anne|Luna|General Fiction / GF|2006-03Mar-2006|05
Kopelke, Lisa|Younger Brother's Survival Guide|General Fiction / GF|2006-03Mar-2006|02
Turner, Ann|Hard Hit|General Fiction / GF|2006-03Mar-2006|03
Wood, Nancy|Mr. and Mrs. God in the Creation Kitchen|General Fiction / GF|2006-03Mar-2006|03
Chaconas, Dori|Short and Tall|General Fiction / GF|2006-03Mar-2006|04
Durango, Julia|Cha-Cha Chimps|General Fiction / GF|2006-03Mar-2006|02
Lee, Milly|Landed|Historical / H|2006-03Mar-2006|02
Sakai, Komako|Emily's Balloon|General Fiction / GF|2006-03Mar-2006|05
Hennessy, B.G.|Boy Who Cried Wolf|Fantasy / F|2006-03Mar-2006|04
Hopkinson, Deborah; Ransome, James E.|Sky Boys|Historical / H|2006-03Mar-2006|04
Stiegemeyer, Julie|Cheep! Cheep!|General Fiction / GF|2006-03Mar-2006|02
Wilson, Karma|Moose Tracks!|General Fiction / GF|2006-03Mar-2006|03
Chotjewitz, David|Daniel Half Human|Historical / H|2006-03Mar-2006|04
McFarland, Lyn Rossiter|Widget|General Fiction / GF|2006-03Mar-2006|04.5
Weeks, Sarah|Baa-Choo!|General Fiction / GF|2006-03Mar-2006|00
Segal, John|Carrot Soup|General Fiction / GF|2006-03Mar-2006|03
Fine, Anne|Diary of a Killer Cat|General Fiction / GF|2006-03Mar-2006|03
Smith, Lane|John, Paul, George & Ben|General Fiction / GF|2006-03Mar-2006|04
Muntean, Michaela|Do Not Open This Book|General Fiction / GF|2006-03Mar-2006|03
Balouch, Kristen|Mystery Bottle|General Fiction / GF|2006-03Mar-2006|00
Cleland, Jane K.|Consigned to Death|Cozy Mystery / CZ|2006-04Apr-2006|03.5
Novik, Naomi|His Majesty's Dragon|Fantasy / F|2006-04Apr-2006|04.5
Albert, Susan Wittig|Bleeding Hearts|Amateur Sleuth / AS|2006-04Apr-2006|04
Bebris, Carrie|North By Northanger: or, The Shades of Pemberley|Historical Mystery / HM|2006-04Apr-2006|03.5
Cave, Patrick|Sharp North|Science Fiction / SF|2006-04Apr-2006|03
Perry, Anne|Dark Assassin|Historical Mystery / HM|2006-04Apr-2006|04
Hirahara, Naomi|Snakeskin Shamisen|Mystery / M|2006-04Apr-2006|03.5
Seymour, Gerald|Traitor's Kiss|Thriller / T|2006-04Apr-2006|03
Smith, Alexander McCall|Blue Shoes and Happiness|Suspense / S|2006-04Apr-2006|04.5
Clark, Mary Higgins|Two Little Girls in Blue|Suspense / S|2006-04Apr-2006|04
Hautman, Pete|The Prop|Suspense / S|2006-04Apr-2006|04
Duncan, Hal|Vellum|Science Fiction / SF|2006-04Apr-2006|03.5
Gischler, Victor|Shotgun Opera|Suspense / S|2006-04Apr-2006|04
John, Marie-Elena|Unburnable|Suspense / S|2006-04Apr-2006|04
Scottoline, Lisa|Dirty Blonde|Legal Thriller / LT|2006-04Apr-2006|04.5
Donohue, Keith|The Stolen Child|Fantasy / F|2006-04Apr-2006|03.5
Miller, Susan Cummins|Quarry|Amateur Sleuth / AS|2006-04Apr-2006|00
Pickard, Nancy|The Virgin of Small Plains|Suspense / S|2006-04Apr-2006|04.5
Taylor, Chad|Departure Lounge|Suspense / S|2006-04Apr-2006|04
Mankell, Henning|Chronicler of the Winds|Fantasy / F|2006-04Apr-2006|04
Savage, Sam|Firmin: Adventures of a Metropolitan Lowlife|Fantasy / F|2006-04Apr-2006|05
Groot, Tracy|Madman|Suspense / S|2006-04Apr-2006|04
Kirkpatrick, Jane|A Clearing in the Wild|Historical / H|2006-04Apr-2006|04
Horowitz, Anthony|Ark Angel|Action Adventure / AA|2006-04Apr-2006|04.5
Riordan, Rick|The Sea of Monsters|Action Adventure / AA|2006-04Apr-2006|04.5
Block, Francesca Lia|Firebirds Rising|Fantasy / F|2006-04Apr-2006|04.5
Hobbs, Will|Crossing the Wire|General Fiction / GF|2006-04Apr-2006|03
Kessler, Brad|Birds in Fall|General Fiction / GF|2006-04Apr-2006|04
Kingsbury, Karen|Divine|General Fiction / GF|2006-04Apr-2006|05
Saunders, George|In Persuasion Nation|General Fiction / GF|2006-04Apr-2006|04
Waters, Sarah|The Night Watch|General Fiction / GF|2006-04Apr-2006|04
D'Ambrosio, Charles|The Dead Fish Museum|General Fiction / GF|2006-04Apr-2006|04
Henderson, William Haywood|Augusta Locke|General Fiction / GF|2006-04Apr-2006|05
Mitchell, David|Black Swan Green|General Fiction / GF|2006-04Apr-2006|04
Moore, Christopher|A Dirty Job|General Fiction / GF|2006-04Apr-2006|04.5
Mosley, Walter|Fortunate Son|General Fiction / GF|2006-04Apr-2006|04
Nemirovsky, Irene|Suite Francaise|Historical / H|2006-04Apr-2006|04.5
Dyer, Hadley|Johnny Kellock Died Today|General Fiction / GF|2006-04Apr-2006|01
Henderson, Bobby|The Gospel of the Flying Spaghetti Monster|General Fiction / GF|2006-04Apr-2006|04
Holliday, Geneva|Fever|General Fiction / GF|2006-04Apr-2006|04
McDermott, Keith|Acqua Calda|General Fiction / GF|2006-04Apr-2006|04
Davis-Gardner, Angela|Plum Wine|General Fiction / GF|2006-04Apr-2006|05
Keret, Etgar|The Nimrod Flip-Out|General Fiction / GF|2006-04Apr-2006|04
Roth, Philip|Everyman|Literary / L|2006-04Apr-2006|03.5
Bryant, Jen|Pieces of Georgia|General Fiction / GF|2006-04Apr-2006|04
Foer, Jonathan Safran|Extremely Loud and Incredibly Close|Literary / L|2006-04Apr-2006|02.5
Toten, Teresa|Me and the Blondes|General Fiction / GF|2006-04Apr-2006|04
Peretti, Frank E.; Dekker, Ted|House|Suspense / S|2006-04Apr-2006|04
Dessen, Sarah|Just Listen|General Fiction / GF|2006-04Apr-2006|04.5
Han, Jenny|Shug|General Fiction / GF|2006-04Apr-2006|03.5
Lupica, Mike|Heat|General Fiction / GF|2006-04Apr-2006|03
Barrows, Annie|Ivy + Bean|General Fiction / GF|2006-04Apr-2006|04
Look, Lenore|Ruby Lu, Empress of Everything|General Fiction / GF|2006-04Apr-2006|04
Lee, Spike|Please, Baby, Please|General Fiction / GF|2006-04Apr-2006|03
McDonnell, Patrick|Art|General Fiction / GF|2006-04Apr-2006|02
Appelt, Kathi|Bubba and Beau, Best Friends|General Fiction / GF|2006-04Apr-2006|03
Olsen, Gregg|The Deep Dark|General Fiction / GF|2006-04Apr-2006|03
Junger, Sebastian|A Death in Belmont|General Fiction / GF|2006-04Apr-2006|05
Lucado, Max|Your Special Gift|General Fiction / GF|2006-04Apr-2006|05
Ferguson, Craig|Between the Bridge and the River|General Fiction / GF|2006-04Apr-2006|05
Morgenroth, Kate|Jude|General Fiction / GF|2006-04Apr-2006|04.5
Bluemle, Elizabeth|My Father the Dog|General Fiction / GF|2006-04Apr-2006|03
Crummel, Susan Stevens|Ten-Gallon Bart|Western / W|2006-04Apr-2006|00
Henkes, Kevin|Lilly's Big Day|General Fiction / GF|2006-04Apr-2006|05
Spinelli, Eileen|Hero Cat|General Fiction / GF|2006-04Apr-2006|04
Katz, Karen|Mommy Hugs|General Fiction / GF|2006-04Apr-2006|01
Dodds, Dayle Ann|Teacher's Pets|General Fiction / GF|2006-04Apr-2006|03
Spinelli, Eileen|When You Are Happy|General Fiction / GF|2006-04Apr-2006|02
Cole, Brock|The Facts Speak for Themselves|General Fiction / GF|2006-04Apr-2006|04.5
Schotter, Roni|The Boy Who Loved Words|General Fiction / GF|2006-04Apr-2006|02
Roy, Jennifer|Yellow Star|General Fiction / GF|2006-04Apr-2006|05
Palatini, Margie|Oink?|General Fiction / GF|2006-04Apr-2006|03
Best, Cari|Sally Jean, the Bicycle Queen|General Fiction / GF|2006-04Apr-2006|03
Willems, Mo|Don't Let the Pigeon Stay Up Late!|General Fiction / GF|2006-04Apr-2006|04
McElligott, Matthew|Backbeard and the Birthday Suit|General Fiction / GF|2006-04Apr-2006|03
Jaramillo, Ann|La Linea|General Fiction / GF|2006-04Apr-2006|04
Berenson, Alex|The Faithful Spy|Thriller / T|2006-05May-2006|04.5
Random House|The O. Henry Prize Stories 2006|Literary / L|2006-05May-2006|05
Claremont, Chris|X-Men 3: The Last Stand|Science Fiction / SF|2006-05May-2006|04
MacHale, D.J.|The Quillan Games|Fantasy / F|2006-05May-2006|03.5
Khadra, Yasmina|The Attack|General Fiction / GF|2006-05May-2006|04
Novik, Naomi|Throne of Jade|Fantasy / F|2006-05May-2006|04.5
Harris, Charlaine|Definitely Dead|Urban Fantasy / UF|2006-05May-2006|04.5
Holly, Emma|All U Can Eat|General Fiction / GF|2006-05May-2006|04.5
Hart, John|The King of Lies|Mystery / M|2006-05May-2006|04
Davidson, Diane Mott|Dark Tort|Amateur Sleuth / AS|2006-05May-2006|04
Finder, Joseph|Killer Instinct|Thriller / T|2006-05May-2006|03
Goodwin, Jason|The Janissary Tree|Historical Mystery / HM|2006-05May-2006|04
Leon, Donna|Through a Glass Darkly|Police/Detective/Law Enforcement / PD|2006-05May-2006|03.5
Parshall, Sandra|The Heat of the Moon|Mystery / M|2006-05May-2006|05
Vinge, Vernor|Rainbows End|Science Fiction / SF|2006-05May-2006|04
MacInerney, Karen|Murder on the Rocks|Amateur Sleuth / AS|2006-05May-2006|04.5
Read, Cornelia|A Field of Darkness|Suspense / S|2006-05May-2006|04
Rosenfelt, David|Dead Center|Legal Thriller / LT|2006-05May-2006|04.5
Mackel, Kathryn|The Hidden|Suspense / S|2006-05May-2006|04
Strobel, Alison|Violette Between|General Fiction / GF|2006-05May-2006|04
Abrahams, Peter|Behind the Curtain|Mystery / M|2006-05May-2006|04
Carter, Ally|I'd Tell You I Love You, But Then I'd Have to Kill You|Espionage / E|2006-05May-2006|04.5
Ferguson, Alane|Christopher Killer|Science Fiction / SF|2006-05May-2006|05
Hautman, Pete|Snatched|Suspense / S|2006-05May-2006|04
Lisle, Janet Taylor|Black Duck|Suspense / S|2006-05May-2006|05
Broach, Elise|Desert Crossing|Mystery / M|2006-05May-2006|04
Hempel, Amy|The Collected Stories of Amy Hempel|General Fiction / GF|2006-05May-2006|04
Golden, Marita|After|General Fiction / GF|2006-05May-2006|00
Lansens, Lori|The Girls|General Fiction / GF|2006-05May-2006|04.5
Orner, Peter|The Second Coming of Mavala Shikongo|General Fiction / GF|2006-05May-2006|04
Martin, Valerie|The Unfinished Novel and Other Stories|General Fiction / GF|2006-05May-2006|04
Gunn, Robin Jones|Sisterchicks in Gondolas|General Fiction / GF|2006-05May-2006|04
Hanrahan, Catherine|Lost Girls and Love Hotels|General Fiction / GF|2006-05May-2006|04
Montefiore, Santa|Last Voyage of the Valentina|General Fiction / GF|2006-05May-2006|04
Carbone, Elisa|Blood on the River: James Town, 1607|Historical / H|2006-05May-2006|04
Holm, Jennifer L.|Beach Babe|Graphic Novel / GN|2006-05May-2006|03
LaFaye, A.|Worth|General Fiction / GF|2006-05May-2006|04
Lowry, Lois|Gossamer|General Fiction / GF|2006-05May-2006|03.5
Dowell, Frances O'Roark|Phineas L. MacGuire...Erupts!|General Fiction / GF|2006-05May-2006|04
Park, Barbara|Junie B., First Grader: Aloha-ha-ha!|General Fiction / GF|2006-05May-2006|03.5
McDonald, Megan|Stink and the Incredible Super-Galactic Jawbreaker|General Fiction / GF|2006-05May-2006|04
DiCamillo, Kate|Mercy Watson Goes for a Ride|General Fiction / GF|2006-05May-2006|03
Stewart, Paul; Riddell, Chris|Fergus Crane|Fantasy / F|2006-05May-2006|02
Murdock, Catherine Gilbert|Dairy Queen|General Fiction / GF|2006-05May-2006|04
Rogers, Jonathan|The Way of the Wilderking|Fantasy / F|2006-05May-2006|00
Pinkney, Jerry|The Little Red Hen|General Fiction / GF|2006-05May-2006|03
Gall, Chris|Dear Fish|General Fiction / GF|2006-05May-2006|03
Lies, Brian|Bats at the Beach|General Fiction / GF|2006-05May-2006|03
Curtis, Christopher Paul|Bucking the Sarge|General Fiction / GF|2006-05May-2006|05
Wheeler, Lisa|Sixteen Cows|General Fiction / GF|2006-05May-2006|04.5
Polacco, Patricia|Rotten Richie and the Ultimate Dare|General Fiction / GF|2006-05May-2006|02
Johnson, Harriet McBryde|Accidents of Nature|General Fiction / GF|2006-05May-2006|02
Scotton, Rob|Russell and the Lost Treasure|General Fiction / GF|2006-05May-2006|02
Bunting, Eve|Pop's Bridge|Historical / H|2006-05May-2006|03
Kanevsky, Polly|Sleepy Boy|General Fiction / GF|2006-05May-2006|03
Rosenthal, Amy Krouse|Cookies|General Fiction / GF|2006-05May-2006|03
Slater, Dashka|Baby Shoes|General Fiction / GF|2006-05May-2006|03
Russell, Christopher|Dogboy|Historical / H|2006-05May-2006|03
Wood, Douglas|Nothing to Do|General Fiction / GF|2006-05May-2006|02
Kvasnosky, Laura McGee|The Runaways|General Fiction / GF|2006-05May-2006|05
Ljungklist, Laura|Follow the Line|General Fiction / GF|2006-05May-2006|03
Jones, Matthew|Boot Tracks|Police/Detective/Law Enforcement / PD|2006-05May-2006|05
Wells, Rosemary|Max's ABC|General Fiction / GF|2006-05May-2006|05
Reiser, Lynn|Hardworking Puppies|General Fiction / GF|2006-05May-2006|05
Littman, Sarah|Confessions of a Closet Catholic|General Fiction / GF|2006-05May-2006|03.5
Weeks, Sarah|Jumping the Scratch|General Fiction / GF|2006-05May-2006|04
Kotzwinkle, William|Walter the Farting Dog Goes on a Cruise|General Fiction / GF|2006-05May-2006|02
Kennedy, Edward M.|My Senator and Me: A Dog's-Eye View of Washington, D.C.|General Fiction / GF|2006-05May-2006|02
Daniels, Casey|Don of the Dead|Urban Fantasy / UF|2006-06Jun-2006|04
Novik, Naomi|Black Powder War|Fantasy / F|2006-06Jun-2006|04.5
Bayard, Louis|The Pale Blue Eye|Suspense / S|2006-06Jun-2006|04
Paul, Donita K.|DragonKnight|Fantasy / F|2006-06Jun-2006|04
Robinson, Peter|Piece of My Heart|Police/Detective/Law Enforcement / PD|2006-06Jun-2006|04
McMurtry, Larry|Telegraph Days|Historical / H|2006-06Jun-2006|04
Maberry, Jonathan|Ghost Road Blues|Horror / HORR|2006-06Jun-2006|04.5
Deaver, Jeffery|The Cold Moon|Police/Detective/Law Enforcement / PD|2006-06Jun-2006|04.5
LaHaye, Tim; Jenkins, Jerry B.|The Rapture: In the Twinkling of an Eye|Fantasy / F|2006-06Jun-2006|05
Gruen, Sara|Water for Elephants|Literary / L|2006-06Jun-2006|04.5
Hautman, Pete|Rash|Thriller / T|2006-06Jun-2006|05
Miller, Kirsten|Inside the Shadow City|Action Adventure / AA|2006-06Jun-2006|05
Doig, Ivan|The Whistling Season|General Fiction / GF|2006-06Jun-2006|05
Payne, David|Back to Wando Passo|General Fiction / GF|2006-06Jun-2006|04
Updike, John|Terrorist|General Fiction / GF|2006-06Jun-2006|04
Charles, Bryan|Grab on to Me Tightly as if I Knew the Way|General Fiction / GF|2006-06Jun-2006|04
Williams, T.J.|5 Minutes and 42 Seconds|General Fiction / GF|2006-06Jun-2006|04
Huong, Duong Thu|No Man's Land|General Fiction / GF|2006-06Jun-2006|05
McKay, Hilary|Caddy Ever After|General Fiction / GF|2006-06Jun-2006|04
Flanagan, John|The Burning Bridge|Fantasy / F|2006-06Jun-2006|04.5
Boniface, William|The Hero Revealed|Fantasy / F|2006-06Jun-2006|03
Shearer, Alex|Sea Legs|General Fiction / GF|2006-06Jun-2006|03
DeFelice, Cynthia|Bringing Ezra Back|General Fiction / GF|2006-06Jun-2006|00
Williams, Wendy|Drama Is Her Middle Name|General Fiction / GF|2006-06Jun-2006|05
Rylant, Cynthia|Henry and Mudge and the Big Sleepover|General Fiction / GF|2006-06Jun-2006|03
Falconer, Ian|Olivia Forms a Band|General Fiction / GF|2006-06Jun-2006|03
Kann, Victoria|Pinkalicious|General Fiction / GF|2006-06Jun-2006|01
Gardam, Jane|Old Filth|General Fiction / GF|2006-06Jun-2006|05
Shors, John|Beneath a Marble Sky|Historical / H|2006-06Jun-2006|05
Snow, Alan|Here Be Monsters!|General Fiction / GF|2006-06Jun-2006|02
Coombs, Kate|The Secret-Keeper|Fantasy / F|2006-06Jun-2006|03
Lehman, Barbara|Museum Trip|General Fiction / GF|2006-06Jun-2006|04
Koponen, Libby|Blow Out The Moon|General Fiction / GF|2006-06Jun-2006|03
Robbins, Jacqui|New Girl...and Me|General Fiction / GF|2006-06Jun-2006|03
Klise, Kate|Why Do You Cry?|General Fiction / GF|2006-06Jun-2006|03
Bunting, Eve|One Green Apple|General Fiction / GF|2006-06Jun-2006|02
Catanese, P.W.|The Mirror's Tale|Action Adventure / AA|2006-06Jun-2006|04.5
Raschka, Chris|Five for a Little One|General Fiction / GF|2006-06Jun-2006|02
Murray, Martine|Henrietta|Action Adventure / AA|2006-06Jun-2006|01
Cooper, Elisha|Beach|General Fiction / GF|2006-06Jun-2006|04
Wheeler, Lisa|Castaway Cats|General Fiction / GF|2006-06Jun-2006|04
Abercrombie, Barbara|Show-and-Tell Lion|General Fiction / GF|2006-06Jun-2006|02
Donaldson, Julia|Charlie Cook's Favorite Book|General Fiction / GF|2006-06Jun-2006|03
Underwood, Deborah|Pirate Mom|General Fiction / GF|2006-06Jun-2006|02
Cameron, Dana|Ashes and Bones|Amateur Sleuth / AS|2006-07Jul-2006|04
Goddard, Robert|Never Go Back|Suspense / S|2006-07Jul-2006|04
Camilleri, Andrea|Rounding the Mark|Police/Detective/Law Enforcement / PD|2006-07Jul-2006|04.5
Lynch, Scott|The Lies of Locke Lamora|Fantasy / F|2006-07Jul-2006|04.5
Moriarty, Chris|Spin Control|Science Fiction / SF|2006-07Jul-2006|04
Lippman, Laura|No Good Deeds|Private Investigator / PI|2006-07Jul-2006|03.5
Bruen, Ken|Calibre|Mystery / M|2006-07Jul-2006|04.5
Hahn, Mary Downing|Witch Catcher|Fantasy / F|2006-07Jul-2006|04
Penny, Louise|Still Life|Police/Detective/Law Enforcement / PD|2006-07Jul-2006|04.5
Pronzini, Bill|The Crimes of Jordan Wise|Suspense / S|2006-07Jul-2006|04.5
Robb, J.D.|Born in Death|Police/Detective/Law Enforcement / PD|2006-07Jul-2006|04.5
Wiprud, Brian|Crooked|Suspense / S|2006-07Jul-2006|03
Anderson, Kevin J.|Of Fire and Night|Space Opera / SO|2006-07Jul-2006|04
Cleverly, Barbara|The Bee's Kiss|Police/Detective/Law Enforcement / PD|2006-07Jul-2006|04
Mina, Denise|The Dead Hour|Suspense / S|2006-07Jul-2006|04
Thomas, Will|The Limehouse Text|Historical Mystery / HM|2006-07Jul-2006|04
Hill, Susan|The Risk of Darkness|Police/Detective/Law Enforcement / PD|2006-07Jul-2006|04.5
Blackstock, Terri|Night Light|Suspense / S|2006-07Jul-2006|04.5
Fesperman, Dan|The Prisoner of Guantanamo|Suspense / S|2006-07Jul-2006|04
Ming, Wu|54|Thriller / T|2006-07Jul-2006|00
Yolen, Jane|Pay the Piper|Fantasy / F|2006-07Jul-2006|04
Mac, Carrie|The Droughtlanders|Fantasy / F|2006-07Jul-2006|04
Parker, Ann|Iron Ties|Historical Mystery / HM|2006-07Jul-2006|04
Arana, Marie|Cellophane|General Fiction / GF|2006-07Jul-2006|04
McLarin, Kim|Jump at the Sun|General Fiction / GF|2006-07Jul-2006|04
Bosnak, Karyn|20 Times a Lady|General Fiction / GF|2006-07Jul-2006|04
Hedaya, Yael|Accidents|General Fiction / GF|2006-07Jul-2006|04
Santiago, Eduardo|Tomorrow They Will Kiss|General Fiction / GF|2006-07Jul-2006|05
McCormack, Mike|Notes from a Coma|General Fiction / GF|2006-07Jul-2006|05
Millet, Lydia|Oh Pure and Radiant Heart|General Fiction / GF|2006-07Jul-2006|04
Ferrer, Caridad|Adios to My Old Life|General Fiction / GF|2006-07Jul-2006|04
Clements, Andrew|Room One|General Fiction / GF|2006-07Jul-2006|03
Pearson, Ridley; Barry, Dave|Peter and the Shadow Thieves|Fantasy / F|2006-07Jul-2006|03
Weis, Carol|When the Cows Got Loose|General Fiction / GF|2006-07Jul-2006|02
Myers, Walter Dean|Jazz|General Fiction / GF|2006-07Jul-2006|04
Candlewick Press|What Are You Afraid Of?|General Fiction / GF|2006-07Jul-2006|03
Haig, Matt|Samuel Blink and the Forbidden Forest|Action Adventure / AA|2006-07Jul-2006|04
Guene, Faiza|Kiffe Kiffe Tomorrow|General Fiction / GF|2006-07Jul-2006|05
Hart, Beth Webb|Adelaide Piper|General Fiction / GF|2006-07Jul-2006|05
Harper, Jamie|Miss Mingo and the First Day of School|General Fiction / GF|2006-07Jul-2006|05
Weeks, Sarah|Counting Ovejas|General Fiction / GF|2006-07Jul-2006|03
Freeman, Martha|Mrs. Wow Never Wanted A Cow|General Fiction / GF|2006-07Jul-2006|03
Lubber, William|Pirateology|Fantasy / F|2006-07Jul-2006|05
Lewis, J. Patrick|Once Upon a Tomb: A Collection of Gravely Humorous Verses|General Fiction / GF|2006-07Jul-2006|03
Tracy, P.J.|Snow Blind|Thriller / T|2006-08Aug-2006|04.5
Gurganus, Allan|New Stories from the South: The Year's Best, 2006|General Fiction / GF|2006-08Aug-2006|05
Kushner, Ellen|The Privilege of the Sword|Fantasy / F|2006-08Aug-2006|04.5
Lamb, John J.|The Mournful Teddy|Police/Detective/Law Enforcement / PD|2006-08Aug-2006|04
McCullough, Kelly|WebMage|Fantasy / F|2006-08Aug-2006|04
Krueger, William Kent|Copper River|Political Thriller / PT|2006-08Aug-2006|04.5
Green, Norman|Dead Cat Bounce|Suspense / S|2006-08Aug-2006|05
Walton, Jo|Farthing|Suspense / S|2006-08Aug-2006|04
Pessl, Marisha|Special Topics in Calamity Physics|Suspense / S|2006-08Aug-2006|04
Coben, Harlan|Entrapped (ss)|Mystery / M|2006-08Aug-2006|04.5
Millar, Martin|The Good Fairies of New York|Fantasy / F|2006-08Aug-2006|04
Lehane, Dennis|Coronado: Stories|Suspense / S|2006-08Aug-2006|02.5
Whitfield, Kit|Benighted|Fantasy / F|2006-08Aug-2006|03
Penney, Stef|The Tenderness of Wolves|Suspense / S|2006-08Aug-2006|04
Almond, David|Clay|Horror / HORR|2006-08Aug-2006|04
Paulsen, Gary|The Legend of Bass Reeves|Historical / H|2006-08Aug-2006|05
Croggon, Alison|The Riddle|Fantasy / F|2006-08Aug-2006|04
Gilmore, Jennifer|Golden Country|General Fiction / GF|2006-08Aug-2006|05
Hong, Y. Euny|Kept|General Fiction / GF|2006-08Aug-2006|04
Markoe, Merrill|Walking in Circles Before Lying Down|General Fiction / GF|2006-08Aug-2006|04.5
Carey, Lisa|Every Visible Thing|General Fiction / GF|2006-08Aug-2006|04
Hardie, Kerry|The Bird Woman|General Fiction / GF|2006-08Aug-2006|04
Fountain, Ben|Brief Encounters with Che Guevara|General Fiction / GF|2006-08Aug-2006|05
